"name","artists","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"The Christmas Song (Merry Christmas To You)","Nat King Cole","190973","The Nat King Cole Story","1961-09-25","0.31","0.095","1","-17.828","1","0.0366","0.904","3.43e-05","0.128","0.188","72.76"
"White Christmas - 1947 Version","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","177480","Holiday Inn (Original Motion Picture Soundtrack)","1942-01-01","0.317","0.158","9","-16.485","1","0.0381","0.673","0.353","0.338","0.247","130.503"
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra","155933","Greatest Christmas Songs","1999-08-20","0.724","0.276","7","-12.25","1","0.0599","0.76","0.0","0.116","0.718","112.874"
"Blue Christmas","Elvis Presley","129173","Elvis' Christmas Album","1957-10-15","0.465","0.27","4","-16.661","1","0.0425","0.9","0.00104","0.145","0.58","94.518"
"Little Saint Nick - 1991 Remix","The Beach Boys","118840","The Beach Boys' Christmas Album","1964-11-09","0.602","0.553","11","-9.336","1","0.0328","0.108","0.0","0.0512","0.971","130.594"
"Run Rudolph Run","Chuck Berry","165733","Rock 'N' Roll Rarities","1986-01-01","0.681","0.715","7","-10.609","0","0.0912","0.812","9.43e-06","0.0777","0.957","152.132"
"Jingle Bells - Remastered 1999","Frank Sinatra","120693","","","0.512","0.339","8","-13.119","1","0.0498","0.727","0.0","0.0977","0.951","174.609"
"Santa Baby (with Henri René & His Orchestra)","Eartha Kitt, Henri René and His Orchestra","206066","Heavenly Eartha","2002-01-01","0.7","0.139","8","-12.346","1","0.0607","0.902","0.0","0.185","0.49","84.485"
"Christmas (Baby Please Come Home)","Darlene Love","166453","Christmas (Baby, Please Come Home)","2020-12-04","0.325","0.759","8","-7.146","1","0.053","0.395","0.000362","0.0773","0.36","126.627"
"God of Light Music","SEVENTEEN","91960","God of Light Music","2023-12-25","0.576","0.965","11","-3.462","0","0.11","0.0834","0.0","0.256","0.781","139.87"
"santa doesn’t know you like i do","Sabrina Carpenter","189753","fruitcake","2023-11-17","0.61","0.722","1","-4.102","1","0.0275","0.125","0.0","0.312","0.42","99.976"
"Najkrajšie Vianoce","I.M.T. Smile","180932","Život IMT Smile 1998-2020","2020-06-15","0.508","0.468","7","-6.348","1","0.0273","0.15","0.0","0.0747","0.383","157.56"
"Půlnoční","Václav Neckář","303893","Dobrý Časy","2012-04-27","0.768","0.279","2","-11.401","1","0.0374","0.429","0.000917","0.122","0.434","89.992"
"Každý deň budú vraj Vianoce","Lojzo","267533","Lojzo IV","1991-01-01","0.405","0.4","0","-11.163","1","0.0259","0.244","9.01e-06","0.115","0.303","74.213"
"Tänd ett ljus","Triad","290333","Tänd ett ljus","1987-01-01","0.678","0.558","9","-8.633","1","0.0307","0.751","0.0","0.193","0.754","107.681"
"Julen är här","Tommy Körberg, Sissel","195880","Tommy Körberg - Julen är här","1993-01-01","0.505","0.44","7","-6.687","1","0.0273","0.801","0.0","0.158","0.269","73.599"
"Välkommen hem","E.M.D.","208480","Välkommen hem","2010-11-12","0.261","0.232","5","-9.304","1","0.0315","0.769","1.81e-05","0.21","0.167","116.556"
"Mer jul (Klassisk Version)","Adolphson & Falk","236200","Samling 81-96","2017-03-24","0.63","0.804","4","-5.269","0","0.128","0.298","6e-06","0.631","0.667","160.625"
"Jag kommer hem igen till jul","Peter Jöback","230280","Jag kommer hem igen till jul","2019-11-08","0.313","0.323","5","-8.215","1","0.0265","0.49","0.0","0.112","0.104","77.488"
"Dzień jeden w roku","Czerwone Gitary","147781","Dzień jeden w roku","1976-01-07","0.656","0.201","0","-15.37","1","0.0289","0.6","0.0","0.111","0.456","98.251"
"Kto Wie?","De Su","226413","Kto Wie?","2013-02-01","0.573","0.93","2","-4.965","1","0.0759","0.219","0.0","0.276","0.587","90.014"
"Z kopyta kulig rwie","Skaldowie","198413","Cała jesteś w skowronkach","1969-06-17","0.503","0.502","0","-9.417","1","0.035","0.358","3.96e-05","0.56","0.706","100.635"
"Coraz Bliżej Święta","Margaret, The Voice Of Poland 2015 Finalists","206332","Coraz Bliżej Święta","2015-11-03","0.424","0.906","8","-3.462","1","0.0569","0.259","3.29e-05","0.689","0.395","82.101"
"Ding dong","Kayah","157600","Gdy pada śnieg","2016-11-04","0.655","0.646","10","-8.425","1","0.0294","0.215","0.0","0.0819","0.709","110.016"
"Funk Song","Kidjaywest, Talwiinder, Ikath","172352","Funk Song","2020-12-25","0.856","0.485","4","-8.796","0","0.209","0.602","0.0","0.0864","0.899","102.013"
"Vicio","Nerry Money, BARBEL","214961","Vicio","2023-03-29","0.727","0.638","3","-6.523","0","0.373","0.359","0.0","0.146","0.763","113.217"
"Don't Forget Your Roots - 2021 Remix / Remaster","SIX60","233453","GOLD ALBUM (10th Anniversary Edition)","2021-10-21","0.618","0.595","0","-6.925","1","0.0283","0.00114","5.39e-05","0.111","0.406","145.965"
"Christmas Lights","Coldplay","242495","Christmas Lights","2010-12-01","0.315","0.418","7","-9.146","1","0.0299","0.131","0.000679","0.0836","0.237","129.116"
"Let It Snow, Let It Snow, Let It Snow","Kurt Nilsen, The Norwegian Radio Orchestra","126200","Have Yourself A Merry Little Christmas","2010-11-15","0.404","0.475","5","-8.988","1","0.0536","0.717","0.0","0.0616","0.655","146.827"
"Stjernestøv","AURORA","198045","Stjernestøv","2020-11-23","0.38","0.346","6","-10.632","1","0.0557","0.122","0.00126","0.0932","0.0754","72.399"
"Falle til ro (From the Original Netflix Series ""Home For Christmas"")","Eva Weel Skram","266328","Falle til ro (From the Original Netflix Series ""Home For Christmas"")","2019-10-25","0.34","0.239","9","-7.931","1","0.0297","0.914","5.76e-05","0.0904","0.173","74.244"
"Home To You (This Christmas)","Sigrid","225817","Home To You (This Christmas)","2021-11-05","0.616","0.321","8","-5.505","1","0.0313","0.684","0.0","0.148","0.287","139.233"
"Engler i sne","emma","175927","Engler i sne","2016-11-25","0.722","0.686","7","-4.311","0","0.0287","0.0143","0.000131","0.063","0.923","144.015"
"Gje Meg Handa Di Venn","Kurt Nilsen, The Norwegian Radio Orchestra","224946","Have Yourself A Merry Little Christmas","2010-11-15","0.349","0.0977","2","-14.489","1","0.0389","0.874","0.0","0.151","0.158","129.566"
"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","227653","McCartney II (Special Edition)","1980-05-16","0.774","0.511","11","-8.914","1","0.0319","0.322","0.0","0.0672","0.771","94.736"
"Thank God It's Christmas - 2011 Remaster","Queen","261626","The Works (Deluxe Remastered Version)","1984-02-27","0.304","0.42","7","-8.882","1","0.0281","0.215","0.0","0.232","0.328","86.269"
"Shake Up Christmas","Train","232213","Save Me, San Francisco (Golden Gate Edition)","2010-12-01","0.458","0.831","0","-2.187","1","0.0654","0.0031","0.0","0.337","0.572","81.531"
"Lonely This Christmas","Mud","213160","A's, B's And Rarities","2005-12-20","0.551","0.325","0","-13.507","1","0.0286","0.81","0.000112","0.115","0.496","98.932"
"Please Come Home for Christmas - 2013 Remaster","Eagles","177440","Please Come Home for Christmas / Funky New Year (2013 Remaster)","1978-11-27","0.612","0.289","9","-11.568","1","0.0421","0.599","0.00266","0.0561","0.466","183.18"
"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates","126360","Jingle Bell Rock","1983-11-01","0.666","0.841","2","-3.592","1","0.0312","0.613","0.0","0.113","0.84","128.706"
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen","267600","Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)","1981-01-01","0.357","0.668","0","-8.444","1","0.0479","0.362","1.37e-06","0.727","0.407","139.986"
"My Only Wish (This Year)","Britney Spears","255400","My Only Wish (This Year)","2000-11-14","0.669","0.843","0","-3.766","1","0.0268","0.169","0.0","0.195","0.702","147.08"
"Merry Xmas Everybody","Slade","223720","Merry Xmas Everybody","1973-11-07","0.402","0.755","7","-5.46","1","0.039","0.112","0.0","0.0964","0.43","130.254"
"Why Couldn't It Be Christmas Everyday?","Bianca Ryan","245693","Bianca Ryan","2006-11-14","0.632","0.845","8","-1.884","1","0.0384","0.0673","0.0","0.109","0.325","139.956"
"Cold Cold Christmas","Dana","203893","Merry Christmas","2007-12-01","0.609","0.482","10","-13.26","1","0.0473","0.678","0.0","0.0894","0.651","122.623"
"This Christmas","Donny Hathaway","231173","Donny Hathaway","1971-01-01","0.634","0.645","5","-9.2","1","0.0376","0.292","0.0","0.246","0.677","93.047"
"Kerstcadeau","Nielson","230523","Kerstcadeau","2022-10-14","0.803","0.726","9","-4.356","1","0.0389","0.029","0.0","0.137","0.788","125.973"
"Mary's Boy Child / Oh My Lord","Boney M.","242186","The Magic Of Boney M. (Special Remix Edition)","2022-03-18","0.774","0.824","0","-5.961","1","0.0367","0.22","0.0","0.286","0.93","112.517"
"I'll Be Home","Meghan Trainor","219653","Title (Expanded Edition)","2015-01-09","0.542","0.37","2","-7.779","1","0.0257","0.318","4.84e-06","0.108","0.289","84.796"
"Stop The Cavalry","Jona Lewie","176360","Heart Skips Beat","1982-01-01","0.698","0.384","9","-9.471","1","0.0398","0.35","0.00239","0.0772","0.745","97.215"
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande","242644","When Christmas Comes Around...","2021-10-15","0.495","0.896","11","-2.381","1","0.0331","0.005","0.0","0.353","0.462","146.04"
"Hallelujah","Pentatonix","268960","A Pentatonix Christmas Deluxe","2017-12-06","0.364","0.378","7","-7.381","0","0.0331","0.47","0.0","0.339","0.366","89.918"
"Here Comes Santa Claus (Right Down Santa Claus Lane)","Elvis Presley","115826","Elvis' Christmas Album","1957-10-15","0.575","0.236","2","-16.982","1","0.0422","0.968","0.0178","0.105","0.829","79.576"
"Step Into Christmas - Remastered 1995","Elton John","272333","Caribou (Remastered 1995)","1974-06-28","0.54","0.928","2","-6.252","1","0.0337","0.0887","1.11e-05","0.314","0.796","140.419"
"Rudolph The Red-Nosed Reindeer","Dean Martin","135760","A Winter Romance","1959-01-01","0.478","0.201","7","-16.768","1","0.0332","0.919","0.0","0.0854","0.857","136.471"
"Santa's Coming for Us","Sia","206539","Everyday Is Christmas (Deluxe Edition)","2018-11-01","0.547","0.814","1","-6.191","1","0.12","0.0215","0.0","0.0475","0.724","92.986"
"kunim","beysenbi, kilemger","272200","kunim","2023-04-28","0.666","0.748","5","-9.583","1","0.0328","0.703","0.0168","0.138","0.304","99.988"
"kunim - Sped Up","beysenbi, kilemger","222495","kunim","2023-04-28","0.641","0.886","9","-8.758","1","0.0436","0.629","0.28","0.396","0.398","122.779"
"Somebody","Jung Kook","168599","GOLDEN","2023-11-03","0.65","0.679","1","-5.557","0","0.0477","0.286","0.0","0.136","0.256","106.059"
"Shiroi Koibitotachi [2022 Remaster]","Keisuke Kuwata","282466","Itsumo Dokokade","2022-11-23","0.412","0.749","7","-4.04","1","0.0313","0.396","0.000424","0.184","0.356","74.72"
"Eitt lítið jólalag","Birgitta Haukdal","124273","100 íslensk jólalög","2006-01-01","0.818","0.416","7","-13.45","0","0.0295","0.0434","2.86e-05","0.0615","0.85","95.99"
"Kósíheit par exelans","Baggalútur","253979","Jól og blíða","2006-01-01","0.703","0.594","11","-7.923","1","0.0296","0.304","0.0","0.106","0.816","101.897"
"Nei, nei, ekki um jólin","HLH flokkurinn","215109","Jól í góðu lagi","1984-01-01","0.607","0.825","9","-5.363","1","0.0271","0.0563","4.7e-06","0.314","0.809","137.551"
"הדייגים","Eviatar Banai","179855","עוגן במים","2023-12-25","0.38","0.218","4","-15.061","0","0.0532","0.866","0.00137","0.111","0.369","84.112"
"בוגנוויליה","Eviatar Banai","57071","עוגן במים","2023-12-25","0.694","0.159","11","-19.38","0","0.0744","0.973","6.03e-06","0.0744","0.385","121.23"
"DJ Play A Christmas Song","Cher","209106","Christmas","2023-10-20","0.533","0.76","11","-7.256","0","0.121","0.157","0.0","0.614","0.466","133.916"
"I Wish It Could Be Christmas Everyday","Wizzard","278946","I Wish It Could Be Christmas Everyday","2007-11-19","0.383","0.914","9","-6.43","1","0.0515","0.00422","1.4e-05","0.444","0.528","139.955"
"Winter Wonderland - Spotify Singles Holiday","Laufey","132800","Spotify Singles Holiday","2023-11-14","0.528","0.281","2","-9.784","1","0.037","0.839","0.0","0.0873","0.514","127.617"
"Santa Claus Is Coming To Town","The Jackson 5","144013","Christmas Album","1970-10-15","0.692","0.762","0","-4.867","1","0.0342","0.424","1.27e-05","0.181","0.961","146.673"
"Den Pao Pouthena","Vasilis Karras","180760","Den Pao Pouthena","1992-01-13","0.758","0.43","7","-13.279","0","0.116","0.395","2.12e-06","0.0819","0.657","137.654"
"One More Sleep","Leona Lewis","239586","Christmas, With Love","2013-12-02","0.638","0.813","11","-3.849","1","0.0362","0.464","0.0","0.344","0.754","112.986"
"2000 Miles - 2007 Remaster","Pretenders","220426","Learning to Crawl (Expanded & Remastered)","1984-01-01","0.22","0.708","7","-9.051","1","0.035","0.00292","0.0267","0.102","0.453","66.214"
"Joulun kanssas jaan (feat. Cantores Minores)","Haloo Helsinki!, Cantores Minores","278786","Joulun kanssas jaan (feat. Cantores Minores)","2017-11-30","0.467","0.538","8","-8.784","1","0.0318","0.0479","7.02e-05","0.138","0.227","188.012"
"Masr7ya","Marwan Pablo","217839","آخر قطعة فنية","2023-11-27","0.782","0.495","4","-7.419","0","0.0376","0.502","0.000582","0.698","0.5","116.986"
"cómo dormiste?","Rels B","112572","cómo dormiste?","2022-08-04","0.627","0.429","1","-8.255","1","0.234","0.238","0.0","0.122","0.565","126.426"
"Cuero Caro","NTG, Messiah","158241","Cuero Caro","2023-07-04","0.55","0.615","6","-11.445","1","0.625","0.334","0.0","0.188","0.634","90.649"
"I En Stjerneregn Af Sne - Fra julekalenderen 'Tvillingerne og Julemanden'","Mads Langer","204946","I En Stjerneregn Af Sne (Fra julekalenderen 'Tvillingerne og Julemanden')","2013-11-11","0.44","0.692","0","-5.371","1","0.0493","0.318","0.0","0.0922","0.298","78.39"
"Lille Store Verden","Rasmus Seebach","208188","Verden Ka' Vente","2015-11-06","0.605","0.424","9","-8.012","0","0.0381","0.396","0.0","0.241","0.463","89.88"
"Der' Noget I December","Rasmus Seebach","215731","Verden Ka' Vente","2015-11-06","0.835","0.425","5","-8.806","1","0.0367","0.538","0.0","0.08","0.779","96.001"
"Kongespil - Tinka og Kongespillet","Hjalmer","170986","Midt I En Drøm Eller Noget Der Ligner","2019-11-08","0.595","0.369","4","-8.489","0","0.0291","0.357","0.0","0.118","0.259","90.949"
"Jesus & Josefine","Julie, Martin Brygmann","242960","20 Danske Jule Hits","2010-11-26","0.747","0.44","7","-9.452","1","0.035","0.0359","0.00217","0.0796","0.819","100.017"
"Guld Jul","Gulddreng","227023","Guld Jul","2016-11-25","0.326","0.511","0","-4.737","1","0.0375","0.333","0.0","0.102","0.212","83.01"
"Jul På Vesterbro","Anders Matthesen","266893","Jul På Vesterbro","2003-11-24","0.735","0.692","0","-7.838","1","0.193","0.307","0.0","0.22","0.869","85.0"
"Let Love Be Love","Juice, S.O.A.P., Christina, Remee","294626","Let Love Be Love","1999-09-26","0.671","0.562","6","-6.207","1","0.023","0.163","0.0","0.109","0.288","89.035"
"Nu Er Det Jul (Nissebanden)","Burhan G","180482","Et Barn Af Jul","2019-11-15","0.596","0.546","2","-7.993","1","0.0496","0.132","0.0","0.0956","0.204","139.091"
"Tidsrejsen","Caroline Castell","232478","Tidsrejsen","2014-11-07","0.681","0.742","0","-6.154","1","0.038","0.367","1.23e-06","0.0658","0.522","135.988"
"Den Himmelblå","Shu-Bi-Dua","195466","Shu-bi-dua 1-9","2010-02-01","0.487","0.826","5","-4.685","1","0.0335","0.253","0.000437","0.439","0.66","109.717"
"Når Sneen Falder","Thomas Helmig, Søs Fenger","261252","Når Sneen Falder","1998-11-08","0.609","0.751","2","-8.779","1","0.0346","0.148","2.6e-05","0.111","0.748","165.91"
"Jul i Angora","Drengene Fra Angora","239200","Drengene fra Angora","2005-07-20","0.657","0.6","10","-8.501","1","0.0298","0.0295","0.0","0.217","0.494","132.053"
"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton","230733","Wonderful Dream (Holidays Are Coming)","2004-01-01","0.576","0.681","8","-5.391","1","0.0318","0.135","0.0","0.211","0.539","149.937"
"Christmas Time","Bryan Adams","243057","Christmas EP","2019-11-15","0.503","0.582","0","-4.324","1","0.0253","0.472","0.0","0.103","0.326","77.321"
"Christmas Without You","Ava Max","169245","Christmas Without You","2020-10-15","0.654","0.596","1","-4.68","1","0.0458","0.424","0.0","0.11","0.382","118.078"
"Like It's Christmas","Jonas Brothers","200880","Like It's Christmas","2019-11-08","0.725","0.571","1","-6.007","1","0.102","0.0183","0.0","0.0519","0.61","146.035"
"Vánoce Na Míru","Ewa Farna","194835","Vánoce Na Míru","2017-11-03","0.603","0.41","7","-10.775","1","0.0388","0.803","0.00211","0.27","0.317","129.916"
"Deck The Hall","Nat King Cole","68760","The Christmas Song (Expanded Edition)","1962-01-01","0.684","0.437","9","-10.522","1","0.0491","0.742","1.58e-05","0.224","0.964","107.607"
"Mele Kalikimaka (Merry Christmas)","Bing Crosby, The Andrews Sisters","175333","White Christmas","1945-01-01","0.5","0.224","3","-12.431","1","0.0935","0.646","0.0","0.284","0.62","202.481"
"Christmas Time Is Here","Vince Guaraldi Trio","163093","Charlie Brown Holiday Hits","1998-01-01","0.367","0.122","9","-21.34","0","0.0319","0.984","4.37e-05","0.172","0.104","75.265"
"Joy To The World","Nat King Cole","84986","The Christmas Song (Expanded Edition)","1962-01-01","0.553","0.337","10","-10.334","1","0.03","0.818","0.0","0.113","0.662","101.918"
"Ciclone","Juliette","174306","Ciclone","2023-08-25","0.69","0.465","9","-6.854","0","0.11","0.678","0.0","0.37","0.333","124.782"
"Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version","Gene Autry","150266","Rudolph The Red Nosed Reindeer And Other Christmas Classics","1947-01-01","0.834","0.371","1","-11.99","1","0.0358","0.799","0.0","0.275","0.976","96.628"
"La Voy a Tocar a Pie","VHG","212871","La Voy a Tocar a Pie","2008-01-01","0.861","0.859","2","-5.848","0","0.0627","0.512","0.0","0.0519","0.97","109.972"
"Sentir Zuliano","Cardenales Del Exito","211400","Sus Mejores Gaitas","2004-01-01","0.601","0.798","7","-5.158","0","0.0397","0.511","0.0","0.479","0.845","152.352"
"Tamborera No. 9","Gran Coquivacoa","240466","Las Mejores Gaitas Con los Mejores Grupos","1998-09-01","0.675","0.492","9","-14.786","0","0.0426","0.701","0.000959","0.536","0.97","112.852"
"Lole Lolaila","Cardenales Del Exito","235000","Sus Mejores Gaitas","2004-01-01","0.693","0.92","7","-4.135","1","0.077","0.574","0.0","0.063","0.935","93.201"
"Palo Palo","Maracaibo 15","209693","Super Éxitos Maracaibo 15","1997-09-01","0.669","0.851","4","-11.837","0","0.044","0.0879","1.64e-05","0.0443","0.973","102.696"
"Entre Palos y Alegría","Cardenales Del Exito","228893","Sus Mejores Gaitas","2004-01-01","0.734","0.904","1","-6.835","1","0.0426","0.556","0.0","0.0766","0.976","112.311"
"Parranda 87","Maracaibo 15","288026","El Gaitazo: Los Éxitos de Maracaibo 15 Vol. 2","2011-09-01","0.674","0.863","4","-7.055","1","0.0552","0.0281","0.000662","0.0794","0.968","106.273"
